text,Americans,Arabs,Belorussians,Caucasians,Central-Asian,Chinese,Dark-skinned,Indian,Japanese,Jews,Koreans,Latvians-Estonians,Lithuanians,Mexicans,NA,Other,Other-African,Other-Asians,Other-European,Palestinians,Poles,Roma,Russians,Ukrainians,Canadians
"Tu, gaideli, negalvok, kad jei dvokiantis išsigimėlis paxius sugebės į Lietuvą įvesti rusus, tu ir toliau galėsi atverti savo jabalnyką ir garsiai keikti vėliavą. Ir tu ir paxius stovėsit ramiai ar rakom po kacapų skudurų visada kai tik kremliovskas chozeinas pašvilps. Tu, suka, su paxium dar pasidžiaugsit moskovska valdžia,-kraujais šikšit iš perplėštų analų, bet bus vėlu.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Tu, sobaka ruski uteletas, nemokyk musu. Tik kodel niekas nenori i tavo rosssija, o daug kas i USA? Tau nekyla klausimas , maskoliau?",,,,,,,,,,,,,,,,,,,,,,,1.0,,
Tuoj i NATO istos Svedija ir Suomija. Ka jos siaip sau nori istoti is menamos fobijos ??,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Tuoj pasipils vaikučiai,kaip zebriukai,puse baltas puse juodas.",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"Tuos baltarusius visus lauk ir tegul kuria savo valstybę. Ko išsilakstė po Europą ir peza nesąmones. Tiesiog kvailai skamba, ką mūsų politikai galvoja juos įleisdami į Lietuvą atvyksta ant gatava ir išsidirbinėja. Lauk",,,1.0,,,,,,,,,,,,,,,,,,,,,,
"Turbut biovela I desras sumale 🤣
",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Turbut pamalonintas , nes pasijuto bent karta reikšmingas. Mat Lietuvoj manosi esas Rusijos taikiniu. Greit matyt pataikę nukeps kokiu radioaktyviu poloniu.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Turbūt rusai pavogė JAV vėliavas,juk taip jie nekenčia amerikonų,nes niekaip negali susitaikyti su tuo.kad amerikiečiai gyvena šimtą kartų geriau,nei rusai.,todėl ijems didelis pavydas,kad jie niekaip negali pasivyti JAV.",0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Turbūt specializavosi tatuiruotėmis ant šiknos, kad tokia brangi žydams ir litvakams?",,,,,,,,,,1.0,,,,,,,,,,,,,,,
Turejau omeny kad Lietuva tik BALTIEMS nesvarbu is kokios salies svarbu ne kokie babajai,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Turi palikti IR KUO GREIČIAU,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Turiu Romos tautos pazystamu, aš taip jais pasitikiu ir myliu 💕💖tai yra mano rate, patikėkite, labai geri žmonės 😊",,,,,,,,,,,,,,,,,,,,,,0.0,,,
"Turėtų kentėti ne tik žydai, bet ir jų moterys ir vaikai. O arabų amerika jau nebevaldo. Laivas išplaukė.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
Tymošenko neatvažiuos?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"TĘSINYS Galima net neabejoti, kad Rusijos atstovas ir toliau kalbės, kad Rusija čia nei prie ko, kad ji susirūpinusi jog Ukrainos valdžia nesugeba įvesti tvarką ir apsaugoti rusus. Rusijos demagogai nusirito iki tokio lygio, kad aiškina, jog Ukraina netgi neturi teisės gintis nuo karinių žalių ar pilkų žmogeliukų be atpažinimo ženklų antpuolių, kai šie ginkluoti puola vyriausybės pastatus, aerodromus, milicijos skyrius ar netgi kariuomenės dalinius. Rusijos URM ministras S. Lavrovas tuos karius ir jų pagalbininkus vadina taikiais demonstrantais, prieš kuriuos naudoti jėgą, atseit, nevalia. Demokratinės šalys šaiposi iš tokių aiškinimų, tačiau tos pašaipos jau seniai nepasiekia jokių konkrečių rezultatų. Rusijos imperija savo istorines tradicijas, kurios remiasi tik jėga ir smurtu, išsaugo. Ir visa tai vyksta Europoje, XXI-ame amžiuje. Kinija laikosi ir laukia savo laiko, palyginus, santūriai. Ši didžiulė gyventojų skaičiumi šalis tikriausiai tikisi, kad Rusija, sugriovusi savo ekonomiką visokiais kariniais vojažais, save izoliuos, neturės kur dėtis ir pati puls į jos glėbį. Tada Kinija turės “jaunesnį brolį”, kuriam galės nurodyti, kur skriaudžiamos jo teritorijoje geltonosios rasės teisės. Pradžioje nurodyti, o po to gal ir pamokyti galima bus. “Minkštas” scenarijus, V.Putino režimo išmislas, tačiau jis gali atsigręžti ir prieš pačią Rusiją. Tada Pekinas galės aiškinti, kad priešintis “demonstrantams” nevalia. Žinoma, kol kas toks scenarijus mažai tikėtinas, tačiau nesimato, kad Rusija bandytų Ukrainoje sustoti. Panašių agresorių likimas būna įvairus, bet savo esme panašus. Istorija tą vaizdžiai parodo. Kalbant apie dabartį, diplomatijos bandymų atsisakyti jokiu būdu neverta. Žinoma, vaidinti, kad tikima V.Putino teiginiais, būtų ganėtinai naivu Ženevos susitikimo dalyviams, atstovaujantiems likusias tris dalyvių šalis. Apie galimus iki tam tikrų ribų kompromisus esu ne kartą diskutavęs. Šį kartą jie taip pat bus reikalingi. Ukrainai reikia stabilizacijos ir laiko pasiruošti ir įvykdyti prezidento rinkimus ir referendumą visos šalies mastu. Turi šalis tokią teisę ir jos jokie diversantai ar teroristai neturi teisės atimti. Net jei atsiųsti iš Šiaurėje esančios agresyvios didelės imperijos.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"USA turi laikyti savo kariuomene Pietu Korejoje nes salia Kinija... O kad tureti pagrinda laiktyti ten kariuomene, reikia pastovaus neramumo, konfliktu, kad Pietu Koreja bijotu.... JTO privalo spresti sita problema ir nutraukti sutarti del USA kariuomenes buvimo ten, nes pastoviai Korejoje bus itampos zidinys",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ubagai remia vagis.,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Ui kokie pikti žydukai😁,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Ui,norinčių gaut Lietuvos pilietybes žinot KIEK?Ir jie prisižadės KĄ tik jų fantazija neša... ir net nesvarbu- amžius,vaikų skaičius ir babkių gali priklot...Vieną tokią,neseniai ČIA labai gyrėsi,jog indas apauksavęs ir NET nesiklausęs, prirašė į SAVO religiją ir JŲ vardu apkrikštino...na,o,induizmo religijoje vyras-KARALIUS,o,žmona,tipo,-IENĖ,tiks liau-vergė Izaura...kai prigimdys indusiukų,tai išspirs,kai seną tapkę ir vaikų ji niekad daugiau nepamatys...",,,,,,,,1.0,,,,,,,,,,,,,,,,,
Ukrai dar durnesni.,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Ukraina bus ir ES ir NATO! Šlovė Ukrainai!,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ukraina bus padalinta!negales rytai gyventi su Kijevu,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ukraina neturi naudoti armijos pietryčiuose, Vokietijai sako Rusija"" Kodėl Rusija taip sako??? Todėl, kad nori atrasti pateisinimą savo senai jau suplanuotai invazijai į Ukrainą !""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ukraina pirmauja pries franzuzus rezultatu 1:0. Eina 20 minute. Ar tik nebus taip kad mes tik pasvajosim apie ketvirta vieta, nors ir patvarkem guzinus karstus. Bet gal dar franzuzai juodukai atsigaus. varliu zenklai kai ju klausai susimastai.",,,,,,,,,,,,,,,,,,,1.0,,,,,,
"Ukraina stambi korta, tai ne Somali, Vietnamas, Afganistanas, Irakas ar Sirija. Dėl Ukrainos manau gali prasidėti rimtas karas ir visos priemonės paleistos. Gerai jeigu be branduolinių.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ukrainai bus sunku islaikyti likusi vidini stabiluma, nes dabar Rusija pasistengs Kryma padaryti rusiku rojumi (pensijos, ismokos, investicijos, dujos, lengvatos ir t.t ) kad ukrainieciai pradetu pavydeti draugams ir artimiesiems pasilukusiems gyventi Kryme, kai uzpavydes iki raudonumo, tada prasides sujudimas, aiksu provakarietiskoji valdzia nespes per kelis metus sustiguoti finansu ir ekonomikos ir UA vairas bus pasuktas i rytus, vel... as taip progrnozuoju busimus ar esamus RU taktikas ir strategijas. beveik tas pats kaip ir musu zemeje.",,,,,,,,,,,,,,,,,,,,,,,,0.0,
Ukraineciai jau bega is ukrainos 😂,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Ukrainiečiai ir baltarusai. Rusai nelabai čia turi ką veikti. Ir nėra laukiami. Bijo labiau musulmonizavimo.,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Ukrainiečiai kalba ukrainiečių kalba, baltarusiai turi gudų kalbą. Taip kad gana teisinti tuos teroristus, piktžoles reik raut au šaknim jei nori gražesnio daržo rytoj :)",,,,,,,,,,,,,,,,,,,,,,,1.0,,
Ukrainos pūkuotas auksas,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ukrainos rytų ir vakarų gyventojai nesusitars niekada,nes jų esminės vertybės priešingos.Varams Bandera-didvyris,kovojąs už Ukrainos nepriklausomybę ir su bolševikais ir su fašistais,rytams - fašistas,banditas.Jei ne Rusija,kuri prisijungs Ukrainos rytus,geriausia išeitis būtų dvi Ukrainos kaip Čekija ir Slovakija iš Čekoslovakijos.Todėl dabar Ukrainos abiejų pusių elitui milžiniška užduotis-surasti tą vidurį,atmetant visus kraštutinumus,įtvirtinti tai įstatymais ir griežtai kovoti su pažeidimais.Tada gal Ukraina ir išliks dabartinėse sienose. ??? ???? ?????? ???????!",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ukrainos valdzia turetu nedelsiant tokiems savo pilieciams inicijuoti pilietybes atemima ir deportuoti is salies - IR PROBLEMOS NERA * NORI RUSIJOS - PRASOME.,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Ukrainos valdziai nereikia terliotis, ir saudyti vietoj ginkluotus rusu provokatorius!",,,,,,,,,,,,,,,,,,,,,,,1.0,,
Ukras pūva po velėna – taip po 1000 kas dieną! Vietoj žemių savų – gavo mirtį dovanų !!!,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Ukrianieciai pasidarbavo kad sproktu,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"Ukronaciką atsiuntė vadovauti lietuviukams. Sena nacių technologija: baudžiamieji būriai siunčiami žudyti į kitas teritorijas: ukrai baltarusius, kaip ir lietuviai, latviai rusus, estai lietuviškus žydus, lenkai ukrus ir atvirkščiai.",,,,,,,,,,,,,,,,,,,,,,,,1.0,
"Ula, niekaip nepatikesiu, kad neturejote tokiu nutikimu ir nezinote panasiu istoriju is savo darbo, jei tiek metu dirbate. Juk papasakotos istorijos nereiskia, kad autore negerbia savo klientu. Jos tik atspindi kai kuriu zmoniu saiko, nuovokos neturejima, saves pervertinima, reikalavima to,ko neturetu reikalauti. Be jokiu abejoniu, reikia mylet savo darba, kad ji dirbtum kokybiskai. Bet geras darbas tikrai visu simtu procentu neapsaugo nuo keistai besielgianciu klientu.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Usatije samaja tupaja nacija v mirė ,stebisi pasaulis ,nėra tokiu apsiktagalviu,kaip labusai,paruodikit nors viena sulaikyta fura,jus blet debilu gaujia nesuprantate ,kad stabdo ir tikrina lengvasiss,ot ciurku pispruociu pasaulis...",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"Uspaskichas, kaip tikras rusas, puoseleja ilgaamzes vogimo tradicijas! Tak derzati tovarjisch!",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Uspaskih atvyko į Lietuvą būdamas 26 m., taigi mokyklą baigė toli nuo Lietuvos. Nevykęs pavyzdys. Daugybė nelietuvių puikiai moka kalbą, dirbą atsakingą darbą, o jei dėl savo kalbos nemokėjimo kas ir negali normaliai įsidarbinti - tai juk jų pačių problema. Santykių kiršinimas dabartinių sunkumų fone - dar vienas būdas atitraukti mūsų dėmesį nuo tos duobės, kurios dugną greit pasieksime. Ir lenkai (rusai, gudai, žydai etc) čia niekuo dėti. ""Kiti"" tampa kalti tuomet, kai suvoki, kad eini netinkamu keliu ar sieki netinkamo tikslo, ir gėda tuo prisipažinti. Tada imi ieškoti atpirkimo ožio. Išprovokuoji jį maištui ir paskebi kaltu. Liaudies įniršio drenažas.",,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,
"Uz Etnini valyma Lietuvoj!Puse Vilniaus nugriautu kiek kacapu,veliau ar anksciau ir tie pakels galvas,ruoskimes!",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Uzjurio subinytes prabilo;D Cia neatsirado kam savo ruda akyte prastumti, tai isvare i Londona;)) Gal koks juodukas su slanga iki keliu atpirdolins;D Juokingi ligoniai;D",,,,,,,1.0,,,,,,,,,,,,,,,,,,
Uzmusk labusa ir busi isganytas. ,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"Uzsimane zydelis valdyt Rusija , tai gavo kaliuzes. Visiems gi alergija nuo kruvino zydijos perversmo 1917.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Uztat didzioji dalis rasliavos kaip is jumoro zurnalu.....:)Nei vieno rimtu veidu neimanoma skaityti, juokas ima nors tu ka.....",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Uzuojauta Japonijai.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Uzuojauta Vilniui ir kitiems miestams turintems bedu su shudlenkiais ir shudrusiais.... Bet negalu nieko nepasakyti kai shudlenkiai jau kisasi i Lietuvos internacionalinius reikalus. As savo vaiko net nekrikstyjau, nes ateis laikas ir pats pasirinks ar jam reik tos kriksionybes ar nereik. Man pvz bbd ant jos....",,,,,,,,,,,,,,,,,,,,,1.0,,,,
Už ačiū ar iš savo kišenės remia a?????? #,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Užaugino teroristus o dabar tenka bėgti.,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Užprotestuoti jei vatos dalyvauja puse europos atsisako dalyvauti,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Užsakymu 100% kad dėmesi amerikos nukreipt nuo ukrainos,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Užsileisti beždžionyną yra paprasta ir greita. Lietuvoje jau 200 tūkst. kitataučių, kuriems px mūsų kultūra. Europa jau cypia nuo kitataučių. Koks nors olandas kraustosi gyventi į Lietuvą nes čia vis dar saugi šalis, nebaisu išeiti į gatvę, Europa tipo.",,,,,,,1.0,,,,,,,,,,,,,,,,,,
Užtai chaholams užpakali bučiojam😡😡😡😡,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Užtat musu lietuviai pensininkai svarsto išsipirkti vaistu receptiniu ar duonos nusipirkti.,,,,,,,,,,,,,0.0,,,,,,,,,,,,
"V.Landsbergis teisus. Pavojingiausias laikas Lietuvai bus tada, kada jau veiks dujų terminalas Klaipėdoje , šiltuoju metų laiku bus užpildytos dujų saugyklos Karaliaučiaus srityje ir galės užsukti dujų vamzdį Baltarusijoje. Tada putinas su chebra bandys susigrąžinti II-o pasaulinio karo trofėjus. Būkim budrūs.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
V.Lipeikiene ir atsisake apdovanojimo...,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Va kas nutinka, kai siamo dvynius atskiria, sudirgę, pikti...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Va tu tos brigados labiausiai ir reikia,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Va šitoje vietoje,tai mes galim lygintis su Amerika.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Va...tau ir rezultatas,o tiksliau jokio tikslinio rezultato,o tik visi kiti pasaliniai rezultatai.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Vadinasi simtas tukstanciu protingu ukru is 42 milijonu. ,,,,,,,,,,,,,,,,,,,,,,,,1.0,
"Vagiu ir aferistu krastas. Kelininkai ras pasiteisinima,o ministras sakys,kad padetis kontroliuojama. Reikia atsakingus sodint i kaliuze 10 meteliu....Lukashenkos Lietuvai reikia.",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"Vagys ir aferistai, kaip ir visa LEO LT. Nuotraukoje tipiški aferistų snukiai, o vienas dar ir į žydelį užneša... Svolačiai.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Vagys,sukčiai,tinginiai šita 13 rūšis.",,,,,,,,,,,,,,,,,,,,,,1.0,,,
"Vaidai siuo metu yra 35 m. Argi tai daug?Moteris paciame jegu zydejime ! Vaida, sekmes dainuojant, tik su ziniasklaida nebendrauk. Prirasys buto ir nebuto...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vaikų teisems rizikingu šeimu pagalbos pradžiamokslis,o ne vaiku atiminėjimas !",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vakarai sedi skolose, bet gyvena 100 kartu geriau nei rusai, kurie anot jusu skolu neturi. Nejuokinkit. Jus apskritai apie finansus nutuokiate?",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Vakaruose SODINA realiam laisves atemimui ir uz menkesnius nusizengimus nei mokesciu nemokejimas. Sodina netgi uz tokius musus akimis nekaltus nusizengimus kaip 'inside trading' kai visoki direktoriai pasinaudodami vidine informacija sudelioja sau palankius sandorius birzoje.. Mum dar toli iki tokios verslo etikos. Amerikonai irode, kad tik KALEJIMAS privercia verslininkus laikytis etikos.",0.0,,,,,,,,,,,,,,,,,,,,,,,,
"Valdzia mielas ponuli ir neturi daryti kazko gero, gera turi daryti pats zmogus, juk valdzia nepamaitins su saukstu, svarbu, kad valdzia netrukdytu daryti gera ir kurti geresne ateiti, vo tep kurmiai protingieji.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Valdžią vykdantys žydai aferistai smarkiai debilėja, o debilai valdžioje nereikalingi net žydam.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Valentina Baltruke ,tiems ,kuriems vėliavas kabina,atvyksta mamos su vaikais,o vyrai gina savo šalį. Dabar pažiūrėk kiek metu tiems juodziams,kurie atbėgo gyventi iš pašalpų.",,,,,,,1.0,,,,,,,,,,,,,,,,,,
Valio! Grįžtam į TSRS! VIŠTOS!,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Valio, taip ir čia turi būti, nemoki Lietuviškai - negauni darbo. Kokios problemos.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Valio. Visus šūdus atgal į šūdyną!,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Valkatka, kas čia per pavadinimas straipsnio?!! pats eik į tų ruskių ir banditų glėbį, drąsuolis atsirado...",,,,,,,,,,,,,,,,,,,,,,,1.0,,
Valkatos ir tiek. 90 proc zodziu sudo malimas ir melas :)) Babajams dar toli iki ju gudrumo :))),,1.0,,,,,,,,,,,,,,,,,,,,,,,
Valkatos persikėlė į Lietuvą. .......su fašistinėmis vėliavomis.....kas juos finansuoja......,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Valstybės irimo priežastis- iš godumo sudebilėję valdžią vykdantys žydai aferistai.,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Vargsai baltarusai... pasake nutiese autostrada, pasake kiekv8enam kaime po ledo rumus, bet tai nors kazkiek zmonem reikalinga. Kas ta baltarusija puls, kai visa parduota rusijai.",,,0.0,,,,,,,,,,,,,,,,,,,,,,
Vargse Amerika- zydelka Klinton arba juodukas grazuolis...,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
"Vargšai bulbistaniečiai, kur jiems dėtis kai tėvynės neturi.",,,1.0,,,,,,,,,,,,,,,,,,,,,,
"Vargšelis žydukas Pikasėlis... Prašė, prašė žydauskaitės, tai gal ir išsiprašė, kad leistų jam ir kitiem iškrypusiem žydukam žygiuoti žydiškame gėjų parade. Juk turi žydai parodyti, kad jie- Lietuvos valdovai - ką nori, tą Lietuvoje daro ir niekas negali uždrausti net didžiausių žydiškų iškrypimų demonstravimo. Tai, kiek laiko, Pikasėli, truko tamstos malda žydauskaitei, kad pažadėtų leisti gėjų paradą?",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Varkšeliai putlerio užpakalio laižytojai , jei rausitės bus kaip putleriniams _patrešite Ukrainos žemes .",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Varyti reikia visus, nes Lietuva turės daug problemų. Miela, matyti žmones iš Vakarų pasaulio.",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Vasia tai varyk i ruskyna ir prasyk pilietybes,vel busi priklausomas nuo visko,tave vadins suka pribaltu.fasistu,chujumi,o tu galesi atsismaukt kelnes ir laukti kada tave atpirdolins,po to dar zemai nulenkes makaule pasakyt spasybo,sluzu Rasyje i gosudariu Putinu,po to dar syki,ir sedesi patvoryje su isdraskyta subine sotus ir laimingas,kodel nei vienas metisas nevaro ispazint tikraja meile tevynei,ar jus tik mylit matushku gyvendami LT ir gaudami priedus rubliais,pershasi paskutine isvada.Kokie apgailetini gnydos ir parazitai.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Vaziavau su tomis dviem moterimis, kurias islaipino pasienyje del vizu. Vizas jos tvarkesi pirkdamos kelione, toje pacioje agenturoje, todel turejo joms sutvarkyti vizas pagal kelionea marsruta.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Velniop tuos ciurkas.. taikus kovotojai matai.. tarp ju taikiu nebuna..,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"Venckiene - vienintele Lietuviu viltis, daugiau nera norinciu keisti Lietuva ir vesti i teisine demokratine valstybe.",,,,,,,,,,,,,0.0,,,,,,,,,,,,
Verta USA kariškio pensijos??????,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vertas,tikrai vertas.Tiek gero Rusijai padarė.Vien ""Lietuvos dujų"" faktiškas padovanojimas kokį stiprų ginklą įdavė rusams.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Vertetu pasidometi apie Husseina tau kas per persona jisai buvo.As irgi neprijautciu tu visu middle - east USA zaidimu buvo ir teisybes ir dauk neteisybes bet cia politika kaip ir visur yra kurompouta, naivuma ir tolentantcija tikrai nelyginu su politiku nes jie visi yra melagiai. Gaila man tu visu partizanu kurie zuvo kovodami uz Lietuva, o dabar niekam nerupi laimingos musu salies ateitis.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Vien rusiskos pavardes valstybes valdyme. Parduos gi mus Rusijai su dziaugsmu.,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Viena karta sudainuos ir grys namo, Vaikai nubalsavo dabar mirk is gedos su tokia daina eurovizine",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Vienas RUS suvare Zalgiri - kitas Ukio Banka - trecias cirka atveze i Lietuva,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Vienas labai paprastas dalykas - reikėjo patikrinti, iš kokių lėšų atsirado namas ir kitos gėrybės"". Bet matomai tas vyrukas turėjo ""stogą"" kur reikia, todėl niekas ir negalėjo patikrinti. O dabar jau pradeda ""lįsti"" įvairūs galai...""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vieningai stumia žydelką Grybauskaitę į prezidentes tik žydai. Juk jeigu stumtų lietuviai lietuvę, kaip mat susiginčytų. O žydus piktumas ima, kad negali paneigti tiesos.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Vienintelis teisuolis Lietuvoje liko - tai visažinis Valatka. O kodėl Obamos negru nepavadinti? Na, gal ne negras jis, mulatas, bet ko tas Valatka bijo žodžio negras?",,,,,,,1.0,,,,,,,,,,,,,,,,,,
Vienu žodžiu - džinas išleistas iš butelio. Ateityje nieko gero nesimato.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vieną dalyką tai visada reikia daryti. Tokius banditus reikia nuolat persekioti, nes jie nepasikeis niekada.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vietiniai čigonai siaučia. Imigracijos čia nelabai apkaltinsi, nes istoriškai čigonai jau labai senai čia gyvena.",,,,,,,,,,,,,,,,,,,,,,1.0,,,
Viktorija Nuland savo ataskaitoje minejo 5 miliardus USD o ne 2,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Vilija is veido - tipine vilniete kaimietuke. O patamsinti plaukai dar labiau pabrezia veido rauksletuma. Sekmes.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vilija tai Vilija. Svarbu, kad Skaisgirė irgi čia!",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vilija, dainuok lietuviska versija 'Ateik shen'. Gal nebus taip graudu.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vilija, palaikau tave, nekreipk dėmesio į visą heitinantį runkelyną, geriau džiaukis savo supporter'iais. Sėkmės!",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vilijai nėra jokių šansų Eurovizijoje. Palyginkim Viliją ir jos dainą su, tarkim, Loreen ir jos atlikta Euphoria. Tada bus aišku, kodėl šansų nėra:)",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Vilijai reiktu antakius padazyt tamsiau siek tiek nes prie tokios plauku spalvos atrodo lyg nera ju. Tada butu grazu!:) O siaip sekmes jai. As ja tikiu. Tegu ji nusluosto nosi tiems kurie netiki sia daina:),,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Vilijos akys mėlynos, o rudos akys jai visai netiko. Atrodė pikta ir nemaloni, neišgelbėjo nei šypsena. Na, tie juodi plaukai ir rudos akys,- katastrofa. Visiškas savęs sužalojimas.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
